,RAW DATA,,,,,
230,"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning",deeplearning.ai,COURSE,4.70,Intermediate,"150,000.00"
231,Habilidades Gerenciales,Universidad Nacional Autónoma de México,SPECIALIZATION,4.70,Beginner,"43,000.00"
232,Wine Tasting: Sensory Techniques for Wine Analysis,"University of California, Davis",COURSE,4.70,Beginner,"32,000.00"
233,Business Technology Management,Indian School of Business,SPECIALIZATION,4.50,Beginner,"67,000.00"
234,"TESOL Certificate, Part 2: Teach English Now!",Arizona State University,SPECIALIZATION,4.90,Beginner,"62,000.00"
235,Introduction to Philosophy,The University of Edinburgh,COURSE,4.60,Mixed,"370,000.00"
236,Программирование на Python,Mail.Ru Group,SPECIALIZATION,4.50,Intermediate,"52,000.00"
237,Digital Manufacturing & Design Technology,University at Buffalo,SPECIALIZATION,4.60,Beginner,"37,000.00"
238,Branding: The Creative Journey,IE Business School,SPECIALIZATION,4.60,Beginner,"26,000.00"
239,Digital Advertising Strategy,University of Colorado Boulder,SPECIALIZATION,4.40,Beginner,"9,000.00"
240,Positive Psychology: Martin E. P. Seligman’s Visionary Science,University of Pennsylvania,COURSE,4.80,Beginner,"50,000.00"
241,Marketing Digital,Universidade de São Paulo,COURSE,4.80,Beginner,"81,000.00"
242,Algorithms for Battery Management Systems,University of Colorado System,SPECIALIZATION,4.80,Intermediate,"14,000.00"
243,The Data Scientist’s Toolbox,Johns Hopkins University,COURSE,4.60,Mixed,"420,000.00"
244,Health Informatics,Johns Hopkins University,SPECIALIZATION,4.50,Beginner,"8,100.00"
245,U.S. Federal Taxation,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.80,Intermediate,"12,000.00"
246,Entrepreneurship 1: Developing the Opportunity,University of Pennsylvania,COURSE,4.80,Mixed,"86,000.00"
247,Advanced Business Analytics,University of Colorado Boulder,SPECIALIZATION,4.50,Intermediate,"78,000.00"
248,Culture-Driven Team Building,University of Pennsylvania,SPECIALIZATION,4.60,Beginner,"17,000.00"
249,Understanding the Brain: The Neurobiology of Everyday Life,The University of Chicago,COURSE,4.90,Beginner,"130,000.00"
250,Introduction to Systematic Review and Meta-Analysis,Johns Hopkins University,COURSE,4.80,Mixed,"67,000.00"
251,Blockchain,University at Buffalo,SPECIALIZATION,4.60,Intermediate,"68,000.00"
252,Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,COURSE,4.80,Beginner,"100,000.00"
253,Introduction to Dental Medicine,University of Pennsylvania,COURSE,4.80,Beginner,"25,000.00"
254,Introduction to Computer Science and Programming,"Goldsmiths, University of London",SPECIALIZATION,4.30,Beginner,"32,000.00"
255,Object Oriented Java Programming: Data Structures and Beyond,University of California San Diego,SPECIALIZATION,4.70,Intermediate,"250,000.00"
256,"Everyday Excel, Part 1",University of Colorado Boulder,COURSE,4.80,Beginner,"11,000.00"
257,Finance for Non-Finance Professionals,Rice University,COURSE,4.80,Beginner,"69,000.00"
258,Memoir and Personal Essay: Write About Yourself,Wesleyan University,SPECIALIZATION,4.30,Beginner,"13,000.00"
259,Financial Markets and Investment Strategy,Indian School of Business,SPECIALIZATION,4.50,Beginner,"60,000.00"
260,Learn to Program: The Fundamentals,University of Toronto,COURSE,4.80,Beginner,"180,000.00"
261,Understanding Research Methods,SOAS University of London,COURSE,4.50,Mixed,"120,000.00"
262,Value Chain Management,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.70,Intermediate,"63,000.00"
263,Databases and SQL for Data Science,IBM,COURSE,4.70,Beginner,"110,000.00"
264,Machine Learning for Business Professionals,Google Cloud,COURSE,4.60,Intermediate,"58,000.00"
265,An Introduction to Consumer Neuroscience & Neuromarketing,Copenhagen Business School,COURSE,4.70,Beginner,"69,000.00"
266,"Advanced Valuation and Strategy - M&A, Private Equity, and Venture Capital",Erasmus University Rotterdam,COURSE,4.70,Advanced,"29,000.00"
267,"Energy Production, Distribution & Safety",University at Buffalo,SPECIALIZATION,4.70,Beginner,"37,000.00"
268,Gamification,University of Pennsylvania,COURSE,4.80,Mixed,"110,000.00"
269,Behavioral Finance,Duke University,COURSE,4.40,Mixed,"55,000.00"
270,Introductory Human Physiology,Duke University,COURSE,4.70,Mixed,"270,000.00"
271,Learn English: Advanced Grammar and Punctuation,"University of California, Irvine",SPECIALIZATION,4.80,Advanced,"52,000.00"
272,The Power of Macroeconomics: Economic Principles in the Real World,"University of California, Irvine",COURSE,4.60,Mixed,"180,000.00"
273,Content Strategy for Professionals,Northwestern University,SPECIALIZATION,4.50,Beginner,"27,000.00"
274,The Global Financial Crisis,Yale University,COURSE,4.80,Mixed,"84,000.00"
275,Clinical Terminology for International and U.S. Students,University of Pittsburgh,COURSE,4.80,Beginner,"32,000.00"
276,Coaching Skills for Managers,"University of California, Davis",SPECIALIZATION,4.70,Intermediate,"37,000.00"
277,Data Analysis with Python,IBM,COURSE,4.70,Beginner,"110,000.00"
278,Everyday Parenting: The ABCs of Child Rearing,Yale University,COURSE,4.90,Beginner,"86,000.00"
279,Python Basics,University of Michigan,COURSE,4.80,Beginner,"110,000.00"
280,International Law in Action: the Arbitration of International Disputes,Universiteit Leiden,COURSE,4.80,Mixed,"19,000.00"
281,AWS Fundamentals: Going Cloud-Native,Amazon Web Services,COURSE,4.70,Beginner,"110,000.00"
282,The Manager's Toolkit: A Practical Guide to Managing People at Work,"Birkbeck, University of London",COURSE,4.60,Mixed,"47,000.00"
283,AI for Medical Prognosis,deeplearning.ai,COURSE,4.60,Intermediate,"4,000.00"
284,Project Launch,"University of California, Irvine",COURSE,4.70,Beginner,"190,000.00"
285,Sequence Models,deeplearning.ai,COURSE,4.80,Intermediate,"14,000.00"
286,"GIS, Mapping, and Spatial Analysis",University of Toronto,SPECIALIZATION,4.80,Beginner,"140,000.00"
287,Greek and Roman Mythology,University of Pennsylvania,COURSE,4.80,Mixed,"260,000.00"
288,Data Warehousing for Business Intelligence,University of Colorado System,SPECIALIZATION,4.50,Advanced,"140,000.00"
289,Responsive Website Development and Design,"Goldsmiths, University of London",SPECIALIZATION,4.50,Beginner,"170,000.00"
290,Construction Project Management,Columbia University,COURSE,4.80,Beginner,"43,000.00"
291,Positive Psychology,The University of North Carolina at Chapel Hill,COURSE,4.70,Mixed,"180,000.00"
292,Entrepreneurial Finance: Strategy and Innovation,Duke University,SPECIALIZATION,4.50,Intermediate,"7,900.00"
293,Introduction to Scripting in Python,Rice University,SPECIALIZATION,4.70,Beginner,"49,000.00"
294,Become a Journalist: Report the News!,Michigan State University,SPECIALIZATION,4.70,Beginner,"28,000.00"
295,Fundamentals of Accounting,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.60,Beginner,"39,000.00"
296,Modern Big Data Analysis with SQL,Cloudera,SPECIALIZATION,4.80,Beginner,"14,000.00"
297,Virtual Teacher,"University of California, Irvine",SPECIALIZATION,4.30,Beginner,"23,000.00"
298,Terrorism and Counterterrorism: Comparing Theory and Practice,Universiteit Leiden,COURSE,4.80,Beginner,"90,000.00"
299,"Presentation Skills: Speechwriting, Slides and Delivery",E-Learning Development Fund,SPECIALIZATION,4.60,Beginner,"47,000.00"
300,Contabilidad para no contadores,Universidad Nacional Autónoma de México,COURSE,4.70,Beginner,"220,000.00"
301,Corporate Sustainability. Understanding and Seizing the Strategic Opportunity,Università Bocconi,COURSE,4.60,Mixed,"10,000.00"
302,"Anatomy of the Chest, Abdomen, and Pelvis",Yale University,COURSE,4.80,Intermediate,"36,000.00"
303,English for Journalism,University of Pennsylvania,COURSE,4.80,Mixed,"130,000.00"
304,Site Reliability Engineering: Measuring and Managing Reliability,Google Cloud,COURSE,4.50,Advanced,"16,000.00"
305,Communication Strategies for a Virtual Age,University of Toronto,COURSE,4.80,Beginner,"43,000.00"
306,Supply Chain Principles,Georgia Institute of Technology,COURSE,4.60,Mixed,"29,000.00"
307,Introduction to HTML5,University of Michigan,COURSE,4.70,Mixed,"220,000.00"
308,Introduction to Programming with MATLAB,Vanderbilt University,COURSE,4.80,Beginner,"270,000.00"
309,Patient Safety,Johns Hopkins University,SPECIALIZATION,4.80,Beginner,"8,800.00"
310,Marketing in a Digital World,University of Illinois at Urbana-Champaign,COURSE,4.70,Beginner,"310,000.00"
311,Learn to Speak Korean 1,Yonsei University,COURSE,4.90,Beginner,"120,000.00"
312,Introduction to Sustainability,University of Illinois at Urbana-Champaign,COURSE,4.80,Mixed,"69,000.00"
313,Foundations of Global Health,Johns Hopkins University,SPECIALIZATION,4.70,Beginner,"31,000.00"
314,Essentials in Clinical Simulations Across the Health Professions,The George Washington University,COURSE,4.80,Intermediate,"4,100.00"
315,Robotics,University of Pennsylvania,SPECIALIZATION,4.40,Beginner,"120,000.00"
316,Operating Systems and You: Becoming a Power User,Google,COURSE,4.60,Beginner,"76,000.00"
317,R Programming,Johns Hopkins University,COURSE,4.60,Intermediate,"480,000.00"
318,In the Studio: Postwar Abstract Painting,The Museum of Modern Art,COURSE,4.90,Beginner,"79,000.00"
319,Essentials of Global Health,Yale University,COURSE,4.80,Mixed,"31,000.00"
320,Practical Data Science with MATLAB,MathWorks,SPECIALIZATION,4.70,Beginner,"10,000.00"
321,Machine Learning with Python,IBM,COURSE,4.70,Intermediate,"120,000.00"
322,American Contract Law I,Yale University,COURSE,4.90,Beginner,"18,000.00"
323,Oil & Gas Industry Operations and Markets,Duke University,COURSE,4.80,Mixed,"57,000.00"
324,Advanced Machine Learning with TensorFlow on Google Cloud Platform,Google Cloud,SPECIALIZATION,4.50,Advanced,"35,000.00"
325,Marketing Digital,Universidad Austral,SPECIALIZATION,4.70,Beginner,"39,000.00"
326,Arts and Heritage Management,Università Bocconi,COURSE,4.80,Mixed,"15,000.00"
327,Introducción a la programación en Python I: Aprendiendo a programar con Python,Pontificia Universidad Católica de Chile,COURSE,4.40,Beginner,"100,000.00"
328,Supporting children with difficulties in reading and writing,UCL Institute of Education,COURSE,4.80,Mixed,"50,000.00"
329,"HTML, CSS, and Javascript for Web Developers",Johns Hopkins University,COURSE,4.80,Mixed,"240,000.00"
330,Addiction Treatment: Clinical Skills for Healthcare Providers,Yale University,COURSE,4.80,Beginner,"9,200.00"
331,Réussir le Changement,ESSEC Business School,COURSE,4.50,Mixed,"33,000.00"
332,SQL for Data Science,"University of California, Davis",COURSE,4.60,Beginner,"160,000.00"
333,"Modern Robotics:  Mechanics, Planning, and Control",Northwestern University,SPECIALIZATION,4.70,Intermediate,"21,000.00"
334,"Speak English Professionally: In Person, Online & On the Phone",Georgia Institute of Technology,COURSE,4.60,Mixed,"430,000.00"
335,Medical Cannabis: The Health Effects of THC and CBD,University of Colorado Boulder,SPECIALIZATION,4.80,Beginner,"4,800.00"
336,Introduction to Corporate Finance,University of Pennsylvania,COURSE,4.60,Mixed,"130,000.00"
337,Foundational Finance for Strategic Decision Making,University of Michigan,SPECIALIZATION,4.80,Beginner,"14,000.00"
338,Developing APIs with Google Cloud's Apigee API Platform,Google Cloud,SPECIALIZATION,4.60,Intermediate,"16,000.00"
339,Introduction to Spreadsheets and Models,University of Pennsylvania,COURSE,4.20,Mixed,"76,000.00"
340,Introduction to Mathematical Thinking,Stanford University,COURSE,4.80,Intermediate,"270,000.00"
341,Negociación exitosa: Estrategias y habilidades esenciales (en español),University of Michigan,COURSE,4.80,Mixed,"95,000.00"
342,Drug Discovery,University of California San Diego,COURSE,4.60,Beginner,"39,000.00"
343,Newborn Baby Care,University of Colorado System,SPECIALIZATION,4.80,Beginner,"5,300.00"
344,Survey Data Collection and Analytics,"University of Maryland, College Park",SPECIALIZATION,4.30,Beginner,"45,000.00"
345,Instructional Design Foundations and Applications,University of Illinois at Urbana-Champaign,COURSE,4.20,Mixed,"12,000.00"
346,International Organizations Management,University of Geneva,COURSE,4.80,Beginner,"20,000.00"
347,Essential Google Cloud Infrastructure: Foundation,Google Cloud,COURSE,4.70,Intermediate,"83,000.00"
348,Power Electronics,University of Colorado Boulder,SPECIALIZATION,4.80,Intermediate,"67,000.00"
349,Cloud Computing,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.40,Intermediate,"110,000.00"
350,Using Databases with Python,University of Michigan,COURSE,4.80,Mixed,"220,000.00"
351,Epidemiology: The Basic Science of Public Health,The University of North Carolina at Chapel Hill,COURSE,4.60,Mixed,"130,000.00"
352,Machine Learning and Reinforcement Learning in Finance,New York University,SPECIALIZATION,3.70,Intermediate,"29,000.00"
353,Understanding Clinical Research: Behind the Statistics,University of Cape Town,COURSE,4.80,Mixed,"78,000.00"
354,Weight Management: Beyond Balancing Calories,Emory University,COURSE,4.70,Beginner,"34,000.00"
355,Good with Words: Writing and Editing,University of Michigan,SPECIALIZATION,4.60,Beginner,"3,800.00"
356,Financial Technology (Fintech) Innovations,University of Michigan,SPECIALIZATION,4.70,Beginner,"6,500.00"
357,"The Modern World, Part One: Global History from 1760 to 1910",University of Virginia,COURSE,4.80,Beginner,"130,000.00"
358,Convolutional Neural Networks in TensorFlow,deeplearning.ai,COURSE,4.70,Intermediate,"46,000.00"
359,e-Learning Ecologies: Innovative Approaches to Teaching and Learning for the Digital Age,University of Illinois at Urbana-Champaign,COURSE,4.50,Mixed,"17,000.00"
360,Learn Mandarin Chinese,Shanghai Jiao Tong University,SPECIALIZATION,4.80,Beginner,"39,000.00"
361,"The Sustainable Development Goals – A global, transdisciplinary vision for the future",University of Copenhagen,COURSE,4.80,Beginner,"26,000.00"
362,People Analytics,University of Pennsylvania,COURSE,4.50,Mixed,"84,000.00"
363,Soporte de Tecnologías de la Información de Google,Crece con Google,PROFESSIONAL CERTIFICATE,4.90,Beginner,"8,800.00"
364,"Programming Foundations with JavaScript, HTML and CSS",Duke University,COURSE,4.60,Beginner,"250,000.00"
365,Innovation Management,Erasmus University Rotterdam,COURSE,4.60,Beginner,"40,000.00"
366,Finanzas corporativas,Universidad Nacional Autónoma de México,SPECIALIZATION,4.60,Intermediate,"30,000.00"
367,Marketing con Redes Sociales,Tecnológico de Monterrey,SPECIALIZATION,4.40,Intermediate,"60,000.00"
368,School Health for Children and Adolescents,University of Colorado System,SPECIALIZATION,4.80,Beginner,"9,100.00"
369,Greening the Economy: Sustainable Cities,Lund University,COURSE,4.60,Beginner,"56,000.00"
370,Fundraising and Development,"University of California, Davis",SPECIALIZATION,4.60,Beginner,"4,900.00"
371,Creative Writing: The Craft of Plot,Wesleyan University,COURSE,4.70,Mixed,"120,000.00"
372,Cybersecurity,"University of Maryland, College Park",SPECIALIZATION,4.50,Intermediate,"99,000.00"
373,Healthcare Law,University of Pennsylvania,SPECIALIZATION,4.70,Intermediate,"1,700.00"
374,Python and Statistics for Financial Analysis,The Hong Kong University of Science and Technology,COURSE,4.40,Intermediate,"41,000.00"
375,The Arts and Science of Relationships: Understanding Human Needs,University of Toronto,COURSE,4.50,Beginner,"73,000.00"
376,Data-driven Decision Making,PwC,COURSE,4.60,Beginner,"120,000.00"
377,Introduction to Forensic Science,"Nanyang Technological University, Singapore",COURSE,4.90,Mixed,"47,000.00"
378,"Divide and Conquer, Sorting and Searching, and Randomized Algorithms",Stanford University,COURSE,4.80,Intermediate,"130,000.00"
379,What is Social?,Northwestern University,COURSE,4.60,Mixed,"94,000.00"
380,Market Research,"University of California, Davis",SPECIALIZATION,4.50,Beginner,"22,000.00"
381,Digital Product Management: Modern Fundamentals,University of Virginia,COURSE,4.70,Beginner,"58,000.00"
382,Financing and Investing in Infrastructure,Università Bocconi,COURSE,4.80,Mixed,"24,000.00"
383,Data Management for Clinical Research,Vanderbilt University,COURSE,4.70,Beginner,"42,000.00"
384,Supply Chain Logistics,Rutgers the State University of New Jersey,COURSE,4.70,Beginner,"66,000.00"
385,Grammar and Punctuation,"University of California, Irvine",COURSE,4.70,Mixed,"430,000.00"
386,Revisão Sistemática e Meta-análise,Universidade Estadual de Campinas,COURSE,4.90,Intermediate,"17,000.00"
387,Swift 5 iOS Application Developer,LearnQuest,SPECIALIZATION,4.50,Beginner,"3,900.00"
388,Fundamentos de Finanzas Empresariales,Universidad de los Andes,COURSE,4.80,Beginner,"110,000.00"
389,Preparing to Manage Human Resources,University of Minnesota,COURSE,4.80,Mixed,"68,000.00"
390,Android App Development,Vanderbilt University,SPECIALIZATION,4.50,Beginner,"120,000.00"
391,Computational Social Science,"University of California, Davis",SPECIALIZATION,4.60,Beginner,"5,800.00"
392,Dog Emotion and Cognition,Duke University,COURSE,4.60,Mixed,"150,000.00"
393,SAS Visual Business Analytics,SAS,PROFESSIONAL CERTIFICATE,4.60,Beginner,"2,600.00"
394,Learn English: Advanced Academic Speaking and Listening,"University of California, Irvine",SPECIALIZATION,4.50,Intermediate,"78,000.00"
395,Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),Hebrew University of Jerusalem,COURSE,4.90,Mixed,"95,000.00"
396,Financial Acumen for Non-Financial Managers,University of Pennsylvania,COURSE,4.50,Beginner,"10,000.00"
397,Devenir entrepreneur du changement,Ticket for Change,COURSE,4.70,Mixed,"54,000.00"
398,Operations Analytics,University of Pennsylvania,COURSE,4.70,Mixed,"80,000.00"
399,Data Science Math Skills,Duke University,COURSE,4.50,Beginner,"140,000.00"
400,Global Diplomacy: the United Nations in the World,SOAS University of London,COURSE,4.70,Beginner,"29,000.00"
401,Infectious Disease Modelling,Imperial College London,SPECIALIZATION,5.00,Intermediate,"1,600.00"
402,Software Development Lifecycle,University of Minnesota,SPECIALIZATION,4.60,Intermediate,"34,000.00"
403,System Administration and IT Infrastructure Services,Google,COURSE,4.70,Beginner,"62,000.00"
404,International Humanitarian Law in Theory and Practice,Kalshoven-Gieskes Forum,COURSE,4.80,Beginner,"22,000.00"
405,Основы Digital Маркетинга,National Research University Higher School of Economics,SPECIALIZATION,4.50,Intermediate,"19,000.00"
406,"Competencias digitales. Herramientas de ofimática (Microsoft Word, Excel, Power Point)",Universitat Autònoma de Barcelona,COURSE,4.70,Beginner,"43,000.00"
407,Virtual Reality,"Goldsmiths, University of London",SPECIALIZATION,4.70,Beginner,"37,000.00"
408,IBM Customer Engagement Specialist Professional Certificate,IBM,COURSE,4.80,Beginner,"3,300.00"
409,Managerial Economics and Business Analysis,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.70,Beginner,"55,000.00"
410,Business Model Innovation,HEC Paris,COURSE,4.70,Mixed,"13,000.00"
411,Getting Started with Google Sheets,Google Cloud,COURSE,4.60,Beginner,"18,000.00"
412,Introduction to Calculus,The University of Sydney,COURSE,4.80,Intermediate,"53,000.00"
413,A Law Student's Toolkit,Yale University,COURSE,4.70,Mixed,"91,000.00"
414,Rethinking International Tax Law,Universiteit Leiden,COURSE,4.90,Mixed,"36,000.00"
415,Fundamentals of Immunology: Innate Immunity and B-Cell Function,Rice University,COURSE,4.70,Intermediate,"18,000.00"
416,"Open Source Software Development, Linux and Git",The Linux Foundation,SPECIALIZATION,4.40,Beginner,"13,000.00"
417,Introduction to International Criminal Law,Case Western Reserve University,COURSE,4.80,Mixed,"82,000.00"
418,"Excel/VBA for Creative Problem Solving, Part 1",University of Colorado Boulder,COURSE,4.80,Beginner,"54,000.00"
419,Excel Skills for Business: Intermediate II,Macquarie University,COURSE,4.80,Intermediate,"39,000.00"
420,Data Visualization with Python,IBM,COURSE,4.60,Intermediate,"66,000.00"
421,Introduction to Classical Music,Yale University,COURSE,4.90,Mixed,"150,000.00"
422,Getting Started with Google Kubernetes Engine,Google Cloud,COURSE,4.50,Intermediate,"75,000.00"
423,Healthcare Marketplace,University of Minnesota,SPECIALIZATION,4.40,Beginner,"36,000.00"
424,Public Policy Challenges of the 21st Century,University of Virginia,COURSE,4.60,Beginner,"52,000.00"
425,Fundamentals of GIS,"University of California, Davis",COURSE,4.80,Beginner,"86,000.00"
426,Epidemiology for Public Health,Imperial College London,SPECIALIZATION,4.70,Beginner,"6,400.00"
427,Introduction to Artificial Intelligence (AI),IBM,COURSE,4.70,Beginner,"44,000.00"
428,Introduction to User Experience Design,Georgia Institute of Technology,COURSE,4.50,Beginner,"87,000.00"
429,Healing with the Arts,University of Florida,COURSE,4.60,Mixed,"39,000.00"
430,Design-Led Strategy: Design thinking for business strategy and entrepreneurship,The University of Sydney,COURSE,4.60,Intermediate,"19,000.00"
431,Natural Language Processing in TensorFlow,deeplearning.ai,COURSE,4.60,Intermediate,"40,000.00"
432,Supply Chain Finance and Blockchain Technology,New York Institute of Finance,SPECIALIZATION,4.60,Intermediate,"4,900.00"
433,Leading: Human Resource Management and Leadership,Macquarie University,SPECIALIZATION,4.80,Intermediate,"16,000.00"
434,Data Mining,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.40,Intermediate,"140,000.00"
435,Making Architecture,IE School of Architecture & Design,COURSE,4.70,Beginner,"43,000.00"
436,Essentials of Corporate Finance,The University of Melbourne,SPECIALIZATION,4.60,Intermediate,"54,000.00"
437,Architecting with Google Cloud Platform 日本語版,Google Cloud,SPECIALIZATION,4.50,Intermediate,"4,200.00"
438,Troubles du spectre de l'autisme : diagnostic,University of Geneva,COURSE,4.90,Intermediate,"5,400.00"
439,Conflict Management,"University of California, Irvine",SPECIALIZATION,4.30,Beginner,"66,000.00"
440,"Social Norms, Social Change I",University of Pennsylvania,COURSE,4.60,Beginner,"78,000.00"
441,Fundamental Neuroscience for Neuroimaging,Johns Hopkins University,COURSE,4.60,Beginner,"30,000.00"
442,FinTech Law and Policy,Duke University,COURSE,4.80,Beginner,"9,700.00"
443,Inspiring and Motivating Individuals,University of Michigan,COURSE,4.80,Mixed,"85,000.00"
444,Equine Welfare and Management,"University of California, Davis",COURSE,4.80,Beginner,"7,200.00"
445,"Parallel, Concurrent, and Distributed Programming in Java",Rice University,SPECIALIZATION,4.50,Intermediate,"30,000.00"
446,Essential Google Cloud Infrastructure: Core Services,Google Cloud,COURSE,4.70,Intermediate,"68,000.00"
447,International Security Management,Erasmus University Rotterdam,COURSE,4.50,Beginner,"2,200.00"
448,Continuous Delivery & DevOps,University of Virginia,COURSE,4.60,Beginner,"26,000.00"
449,Marketing Gerencial,Universidad de Chile,COURSE,4.70,Intermediate,"49,000.00"
450,COVID-19: What You Need to Know (CME Eligible),Osmosis,COURSE,4.80,Beginner,"32,000.00"
451,International Business Essentials,University of London,SPECIALIZATION,4.50,Intermediate,"22,000.00"
